ATE,V. Osimhen,6.8,Fiorentina,Atalanta,SC
ATE,M. Salah,7.6,Fiorentina,Atalanta,SC
ATD,K. Benzema,8.5,Fiorentina,Atalanta,SC
ME,Rodrygo,5.6,Fiorentina,Atalanta,SC
ME,B. Silva,8.7,Fiorentina,Atalanta,SC
MCE,P. Hojbjerg,5.8,Fiorentina,Atalanta,SC
MCE,Fabinho,6.9,Fiorentina,Atalanta,SC
MCD,F. Valverde,5.8,Fiorentina,Atalanta,SC
MCD,K. De Bruyne,6.8,Fiorentina,Atalanta,SC
MD,S. Chukwueze,5.7,Fiorentina,Atalanta,SC
LE,A. Robertson,7.0,Fiorentina,Atalanta,SC
ZGE,V. van Dijk,7.2,Fiorentina,Atalanta,SC
ZGD,A. Laporte,7.6,Fiorentina,Atalanta,SC
LD,K. Walker,7.6,Fiorentina,Atalanta,SC
GOL,Alisson,6.3,Fiorentina,Atalanta,SC
ATA,W. Ben Yedder,7.5,Atalanta,Fiorentina,SC
MAE,I. Williams,6.5,Atalanta,Fiorentina,SC
MAE,M. Oyarzabal,7.2,Atalanta,Fiorentina,SC
MAD,J. Doku,6.0,Atalanta,Fiorentina,SC
MAD,W. Zaha,5.9,Atalanta,Fiorentina,SC
MCE,M. Nunes,6.1,Atalanta,Fiorentina,SC
MCE,S. Canales,6.2,Atalanta,Fiorentina,SC
MC,E. Can,5.8,Atalanta,Fiorentina,SC
MCD,Y. Tielemans,6.3,Atalanta,Fiorentina,SC
MCD,P. Pogba,6.1,Atalanta,Fiorentina,SC
LE,M. Acuña,6.7,Atalanta,Fiorentina,SC
ZGE,M. Ginter,5.9,Atalanta,Fiorentina,SC
ZGD,Diego Carlos,6.1,Atalanta,Fiorentina,SC
ZGD,S. Savic,5.5,Atalanta,Fiorentina,SC
LD,A. Hakimi,6.4,Atalanta,Fiorentina,SC
GOL,K. Navas,5.5,Atalanta,Fiorentina,SC
PE,L. Diaz,6.7,Juventus,Internazionale,SC
ATA,R. Lukaku,7.1,Juventus,Internazionale,SC
PD,R. Sterling,7.5,Juventus,Internazionale,SC
MEI,A. Di Maria,7.6,Juventus,Internazionale,SC
MCE,T. Kroos,8.2,Juventus,Internazionale,SC
MCD,Jorginho,6.9,Juventus,Internazionale,SC
LE,J. Alba,6.3,Juventus,Internazionale,SC
ZGE,N. Sule,6.8,Juventus,Internazionale,SC
ZGD,Bremer,7.1,Juventus,Internazionale,SC
LD,T. Alexander-Arnold,6.7,Juventus,Internazionale,SC
GOL,K. Trapp,6.0,Juventus,Internazionale,SC
PE,B. Saka,7.7,Internazionale,Juventus,SC
ATA,L. Martinez,6.8,Internazionale,Juventus,SC
MEI,J. Musiala,7.2,Internazionale,Juventus,SC
MCE,L. Modric,6.8,Internazionale,Juventus,SC
MCD,M. Merino,6.4,Internazionale,Juventus,SC
MD,Rafa,6.1,Internazionale,Juventus,SC
LE,N. Mendes,7.0,Internazionale,Juventus,SC
ZGE,C. Romero,6.9,Internazionale,Juventus,SC
ZGD,E. Militao,7.3,Internazionale,Juventus,SC
LD,D. Dumfries,7.0,Internazionale,Juventus,SC
GOL,H. Lloris,7.1,Internazionale,Juventus,SC
ATA,E. Cavani,6.7,Atalanta,Fiorentina,SC
ATA,W. Ben Yedder,6.0,Atalanta,Fiorentina,SC
MAE,I. Williams,6.2,Atalanta,Fiorentina,SC
MAE,M. Oyarzabal,6.5,Atalanta,Fiorentina,SC
MAD,J. Doku,5.9,Atalanta,Fiorentina,SC
MAD,W. Zaha,7.1,Atalanta,Fiorentina,SC
MCE,M. Nunes,6.1,Atalanta,Fiorentina,SC
MCE,S. Canales,7.3,Atalanta,Fiorentina,SC
MC,E. Can,6.0,Atalanta,Fiorentina,SC
MCD,Y. Tielemans,6.5,Atalanta,Fiorentina,SC
MCD,P. Pogba,7.4,Atalanta,Fiorentina,SC
LE,M. Acuña,6.7,Atalanta,Fiorentina,SC
ZGE,Diego Carlos,5.8,Atalanta,Fiorentina,SC
ZGE,M. Ginter,5.8,Atalanta,Fiorentina,SC
ZGD,S. Savic,7.0,Atalanta,Fiorentina,SC
LD,A. Hakimi,6.6,Atalanta,Fiorentina,SC
GOL,K. Navas,6.6,Atalanta,Fiorentina,SC
ATE,V. Osimhen,5.9,Fiorentina,Atalanta,SC
ATA,K. Benzema,6.7,Fiorentina,Atalanta,SC
MAE,Rodrygo,6.4,Fiorentina,Atalanta,SC
