ATA,E. Cavani,6.3,Rosario Central,River Plate,A
ATA,W. Ben Yedder,6.8,Rosario Central,River Plate,A
MEE,Iñaki Williams,5.7,Rosario Central,River Plate,A
MEE,Oyarzabal,7.3,Rosario Central,River Plate,A
MEI,Matheus Nunes,5.8,Rosario Central,River Plate,A
MEI,Canales,6.4,Rosario Central,River Plate,A
MED,J. Doku,5.8,Rosario Central,River Plate,A
MED,W. Zaha,6.6,Rosario Central,River Plate,A
VLE,Y. Tielemans,7.0,Rosario Central,River Plate,A
VLD,E. Can,5.9,Rosario Central,River Plate,A
VLD,P. Pogba,7.0,Rosario Central,River Plate,A
LE,M. Acuña,7.2,Rosario Central,River Plate,A
ZGE,S. Savić,6.3,Rosario Central,River Plate,A
ZGD,M. Ginter,6.3,Rosario Central,River Plate,A
LD,A. Hakimi,6.6,Rosario Central,River Plate,A
GOL,K. Navas,5.7,Rosario Central,River Plate,A
ATA,L. Martínez,8.8,River Plate,Rosario Central,A
PD,Adama Traoré,6.9,River Plate,Rosario Central,A
MEI,J. Musiala,7.1,River Plate,Rosario Central,A
ME,Nico Williams,5.9,River Plate,Rosario Central,A
ME,Rafa,7.1,River Plate,Rosario Central,A
MD,B. Saka,6.2,River Plate,Rosario Central,A
VLE,E. Álvarez,5.9,River Plate,Rosario Central,A
VLE,S. Lobotka,6.2,River Plate,Rosario Central,A
VLD,K. Laimer,7.0,River Plate,Rosario Central,A
LE,Nuno Mendes,6.8,River Plate,Rosario Central,A
ZGE,C. Romero,7.3,River Plate,Rosario Central,A
ZGD,Éder Militão,6.6,River Plate,Rosario Central,A
LD,D. Dumfries,6.7,River Plate,Rosario Central,A
GOL,H. Lloris,7.4,River Plate,Rosario Central,A
ATA,A. Griezmann,7.1,Lanus,Arsenal de Sarandi,B
ME,S. Mané,7.4,Lanus,Arsenal de Sarandi,B
MCE,S. Milinković-Savić,6.3,Lanus,Arsenal de Sarandi,B
MCD,Luis Alberto,5.6,Lanus,Arsenal de Sarandi,B
MCD,R. Bentancur,5.7,Lanus,Arsenal de Sarandi,B
MD,Raphinha,6.4,Lanus,Arsenal de Sarandi,B
VOL,T. Lemar,7.2,Lanus,Arsenal de Sarandi,B
LE,L. Shaw,7.7,Lanus,Arsenal de Sarandi,B
ZGE,M. Škriniar,6.7,Lanus,Arsenal de Sarandi,B
ZGD,S. Coates,6.4,Lanus,Arsenal de Sarandi,B
LD,Azpilicueta,6.8,Lanus,Arsenal de Sarandi,B
GOL,De Gea,6.9,Lanus,Arsenal de Sarandi,B
PE,Pedro Gonçalves,6.0,Arsenal de Sarandi,Lanus,B
PE,Y. Carrasco,8.0,Arsenal de Sarandi,Lanus,B
ATA,A. Isak,9.4,Arsenal de Sarandi,Lanus,B
PD,N. González,8.7,Arsenal de Sarandi,Lanus,B
SA,N. Zaniolo,6.0,Arsenal de Sarandi,Lanus,B
SA,Anderson Talisca,8.7,Arsenal de Sarandi,Lanus,B
MCE,F. Wirtz,7.0,Arsenal de Sarandi,Lanus,B
MCD,E. Camavinga,6.3,Arsenal de Sarandi,Lanus,B
LE,L. Spinazzola,7.1,Arsenal de Sarandi,Lanus,B
ZGE,M. Thiaw,5.7,Arsenal de Sarandi,Lanus,B
ZGE,Sergio Ramos,7.3,Arsenal de Sarandi,Lanus,B
ZGD,P. Kimpembe,7.0,Arsenal de Sarandi,Lanus,B
LD,R. Baku,7.0,Arsenal de Sarandi,Lanus,B
GOL,A. Onana,6.5,Arsenal de Sarandi,Lanus,B
ATA,Matheus Cunha,6.3,Lanus,Argentinos Jrs,B
ME,S. Mané,6.7,Lanus,Argentinos Jrs,B
MCE,A. Griezmann,8.4,Lanus,Argentinos Jrs,B
MCE,Luis Alberto,7.5,Lanus,Argentinos Jrs,B
MCD,R. Bentancur,6.7,Lanus,Argentinos Jrs,B
MD,Raphinha,6.2,Lanus,Argentinos Jrs,B
VOL,T. Lemar,7.2,Lanus,Argentinos Jrs,B
LE,L. Shaw,7.0,Lanus,Argentinos Jrs,B
ZGE,M. Škriniar,6.5,Lanus,Argentinos Jrs,B
ZGD,S. de Vrij,7.1,Lanus,Argentinos Jrs,B
LD,Azpilicueta,6.4,Lanus,Argentinos Jrs,B
GOL,De Gea,5.8,Lanus,Argentinos Jrs,B
ATE,Gonçalo Ramos,7.4,Argentinos Jrs,Lanus,B
ATE,P. Dybala,7.5,Argentinos Jrs,Lanus,B
ATD,T. Werner,9.3,Argentinos Jrs,Lanus,B
ME,A. Saint-Maximin,6.6,Argentinos Jrs,Lanus,B
ME,F. Chiesa,7.0,Argentinos Jrs,Lanus,B
MCE,İ. Gündoğan,6.4,Argentinos Jrs,Lanus,B
MCD,M. Mount,6.6,Argentinos Jrs,Lanus,B
MCD,A. Mac Allister,6.8,Argentinos Jrs,Lanus,B
MD,R. Mahrez,8.0,Argentinos Jrs,Lanus,B
VOL,D. Rice,7.6,Argentinos Jrs,Lanus,B
ZGE,Grimaldo,6.0,Argentinos Jrs,Lanus,B
ZGE,J. Gomez,6.7,Argentinos Jrs,Lanus,B
ZAG,L. Martínez,7.3,Argentinos Jrs,Lanus,B
ZGD,Kim Min Jae,6.6,Argentinos Jrs,Lanus,B
GOL,E. Martínez,6.3,Argentinos Jrs,Lanus,B
ATA,E. Cavani,8.0,Rosario Central,Independiente,A
ATA,W. Ben Yedder,7.7,Rosario Central,Independiente,A
MEE,Iñaki Williams,5.9,Rosario Central,Independiente,A
MEE,Oyarzabal,6.7,Rosario Central,Independiente,A
MEI,Matheus Nunes,6.1,Rosario Central,Independiente,A
MEI,Canales,6.6,Rosario Central,Independiente,A
MED,J. Doku,5.8,Rosario Central,Independiente,A
MED,W. Zaha,5.8,Rosario Central,Independiente,A
VLE,Y. Tielemans,8.4,Rosario Central,Independiente,A
VLD,E. Can,5.9,Rosario Central,Independiente,A
VLD,P. Pogba,7.2,Rosario Central,Independiente,A
LE,M. Acuña,8.9,Rosario Central,Independiente,A
ZGE,S. Savić,7.3,Rosario Central,Independiente,A
ZGD,M. Ginter,7.2,Rosario Central,Independiente,A
LD,A. Hakimi,8.3,Rosario Central,Independiente,A
GOL,K. Navas,7.2,Rosario Central,Independiente,A
PE,P. Foden,9.1,Independiente,Rosario Central,A
PD,O. Dembélé,7.1,Independiente,Rosario Central,A
SA,C. Gakpo,5.9,Independiente,Rosario Central,A
SA,M. Depay,7.6,Independiente,Rosario Central,A
MCE,F. de Jong,6.7,Independiente,Rosario Central,A
MCD,O. Kökçü,5.8,Independiente,Rosario Central,A
MCD,E. Fernández,6.1,Independiente,Rosario Central,A
VOL,Rodri,7.8,Independiente,Rosario Central,A
LE,Álex Moreno,7.2,Independiente,Rosario Central,A
ZGE,S. Botman,7.0,Independiente,Rosario Central,A
ZGD,J. Stones,7.1,Independiente,Rosario Central,A
LD,Carvajal,7.4,Independiente,Rosario Central,A
GOL,J. Oblak,5.9,Independiente,Rosario Central,A
ATA,K. Mbappé,8.1,Estudiantes,Velez Sarsfield,A
MAE,Rafael Leão,8.0,Estudiantes,Velez Sarsfield,A
MAD,C. Pulisic,6.3,Estudiantes,Velez Sarsfield,A
MAD,R. Kolo Muani,6.4,Estudiantes,Velez Sarsfield,A
MCE,A. Tchouaméni,6.5,Estudiantes,Velez Sarsfield,A
MC,Mikel Merino,6.3,Estudiantes,Velez Sarsfield,A
MCD,N. Fekir,7.3,Estudiantes,Velez Sarsfield,A
LE,Balde,7.0,Estudiantes,Velez Sarsfield,A
ZGE,N. Schlotterbeck,7.2,Estudiantes,Velez Sarsfield,A
ZGD,W. Saliba,6.6,Estudiantes,Velez Sarsfield,A
LD,F. Mendy,7.1,Estudiantes,Velez Sarsfield,A
GOL,É. Mendy,5.6,Estudiantes,Velez Sarsfield,A
PE,A. Gómez,6.0,Velez Sarsfield,Estudiantes,A
ATA,C. Immobile,7.4,Velez Sarsfield,Estudiantes,A
ATD,S. Gnabry,6.1,Velez Sarsfield,Estudiantes,A
